spotify_id,nome,artista,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
0mNjJCBYFX8c6I3Zdwf7zH,Fungal City,Bjork,0.407,0.495,0.621,1.1e-06,10,0.231,-6.316,1,0.23,160.013,0.56
4BIbhfDK6x80KpyR7g6gze,Family,Bjork,0.0892,0.175,0.286,0.000266,8,0.112,-13.01,0,0.0379,78.215,0.0391
17DNqXJCKp5ku17UUvzFj9,Stonemilker,Bjork,0.12,0.133,0.257,0.00608,2,0.1,-13.545,1,0.0317,82.163,0.0501
4R6JvOtTKJ1WZURbedVknL,Lionsong,Bjork,0.548,0.291,0.296,1.25e-06,7,0.173,-13.292,0,0.0472,142.708,0.0634
4Ljm5JMrUZp88Uxq6qioOH,History Of Touches,Bjork,0.797,0.255,0.143,0.0,1,0.18,-15.36,1,0.031,165.406,0.136
5qfJSItAIEndephCzfQ6Nu,Black Lake,Bjork,0.473,0.241,0.219,0.00081,3,0.0823,-15.15,0,0.0362,135.914,0.0364
0NdYYigNfQqzL0k0ZxAlPQ,Notget,Bjork,0.0504,0.309,0.573,0.000729,9,0.088,-12.629,0,0.36,178.769,0.218
7gZ03tXzYAfKpRovt1nMUU,Atom Dance,Bjork,0.59,0.545,0.41,0.00169,5,0.362,-10.062,1,0.0525,136.0,0.355
0jScPW4VvJDNviR3YrPtas,Mouth Mantra,Bjork,0.0598,0.271,0.569,0.00587,5,0.106,-8.174,0,0.0544,76.6,0.133
1GAOXR2gtrxQ28XW0weuWZ,Fagurt Er i Fjordum,Bjork,0.809,0.399,0.131,1.23e-06,4,0.121,-12.363,1,0.0412,186.904,0.298
3EdZdybDWDlGC0KumeGrqc,Atopos,Bjork,0.519,0.582,0.897,0.000211,7,0.125,-5.412,1,0.235,175.909,0.304
4mX0h2W7mxcIBh6anDsZMq,Ovule,Bjork,0.568,0.41,0.446,0.0,5,0.339,-6.905,0,0.0381,127.62,0.263
61HE70rCrYsQCuZuL54Ni5,Mycelia,Bjork,0.982,0.599,0.0248,0.0251,11,0.0963,-14.863,1,0.0645,141.847,0.312
1hxJTaQouJURyxUA7yxOwM,Sorrowful Soil,Bjork,0.731,0.356,0.216,0.0,5,0.0935,-10.96,0,0.0431,77.636,0.211
32NgbSqJCGSKDKTqVgFRvA,Ancestress,Bjork,0.631,0.305,0.379,0.0,2,0.107,-8.896,0,0.0373,106.738,0.164
0gtk9M7zDKe0VyLN24K0zr,Victimhood,Bjork,0.312,0.449,0.447,0.0491,10,0.0973,-9.675,0,0.0386,159.964,0.0882
4cZkyN3V4IgnQPT1gsrFsz,Allow,Bjork,0.711,0.416,0.384,0.0105,10,0.27,-9.83,1,0.0399,148.014,0.203
3zWzcV17zueF7fKbGzLVXS,Freefall,Bjork,0.629,0.38,0.343,0.000124,3,0.0971,-10.832,0,0.039,140.037,0.286
0hz1UrqsuZMGVDv7zjXBaK,Fossora,Bjork,0.00272,0.616,0.619,0.015,7,0.0574,-5.418,0,0.0305,100.057,0.229
5SnfhqOuyWwWZJvu2u5pxg,Her Mother’s House,Bjork,0.944,0.211,0.157,0.003,10,0.0977,-11.091,1,0.031,75.681,0.112
4mhuw0kAHPdZeidq1UIAQP,Sun In My Mouth,Bjork,0.746,0.254,0.281,1.33e-05,10,0.0786,-11.012,0,0.0286,89.722,0.163
0XFWWQ2Csze69J9oIC88RS,Heirloom,Bjork,0.268,0.577,0.369,0.00549,7,0.0787,-11.618,0,0.0477,179.816,0.497
7qaI6YnDKWOblDUwa6b5jQ,Unison,Bjork,0.38,0.52,0.51,0.0392,5,0.203,-10.984,1,0.0465,147.89,0.212
65Ss3ctAvbxR8yypWeOOGT,Paradisia,Bjork,0.913,0.275,0.2,0.848,9,0.491,-13.882,1,0.0352,89.908,0.227
0Aw0Ne2tYYwDirL9L6OYdK,Saint,Bjork,0.61,0.315,0.521,0.00686,5,0.246,-8.301,1,0.0644,119.864,0.276
374rXt5Mj4aqKeHSP2I87w,Future Forever,Bjork,0.948,0.224,0.154,0.000697,10,0.108,-11.81,1,0.0393,170.637,0.19
2BTHUfhgDfLpDmHqpaP1H5,Arisen My Senses,Bjork,0.115,0.331,0.7,0.0,10,0.139,-6.604,0,0.042,98.55,0.356
7FViqcH4AgoFG1JbzGk9HC,Blissing Me,Bjork,0.897,0.497,0.493,3.55e-05,9,0.547,-8.604,0,0.0321,106.0,0.27
5Z2wK6iRQiLUYOZFsARWol,Utopia,Bjork,0.922,0.221,0.478,4.12e-05,9,0.1,-7.756,0,0.0482,79.957,0.177
1EToJbctRETNf8SMSuJgmE,Body Memory,Bjork,0.835,0.311,0.526,0.00011,6,0.125,-8.219,1,0.0492,119.853,0.0545
7E27fZaDam5t5h29R77YOI,Features Creatures,Bjork,0.989,0.316,0.104,0.000285,11,0.0962,-12.933,0,0.0365,143.311,0.0393
4Ql4NDHlIrVOQDb18KUprE,Courtship,Bjork,0.8,0.34,0.476,9.74e-05,1,0.169,-7.642,0,0.122,91.606,0.274
3TTQACcmsUeAnlCqcG6BuJ,Losss,Bjork,0.409,0.2,0.774,7.28e-06,1,0.109,-5.138,0,0.145,78.427,0.272
2rADDCsczKojqbQhEL7q9N,Sue Me,Bjork,0.288,0.42,0.701,3.23e-06,9,0.0684,-6.395,0,0.0912,105.683,0.217
6LL3wwTheJ6mqs7GCByGTw,Tabula Rasa,Bjork,0.904,0.205,0.283,0.0246,2,0.207,-9.317,0,0.0337,164.048,0.0889
5UpZhH9yIfHC4PlCh6GO5W,Claimstaker,Bjork,0.966,0.226,0.196,0.0007,6,0.146,-11.109,0,0.0397,178.129,0.264
2im5iX7LFkBp7vI35x7AYw,Trolla-Gabba,Bjork,0.0653,0.36,0.589,0.278,8,0.0789,-7.337,1,0.0481,94.948,0.0356
1IPwLXziyeuNfp63Dz6ePj,Harm Of Will,Bjork,0.968,0.25,0.143,0.00531,1,0.086,-16.228,1,0.0326,85.771,0.0768
3NAxXFxc3F9TkgNdf5p5ud,Quicksand,Bjork,0.00343,0.604,0.787,0.00118,2,0.0883,-7.453,1,0.0444,149.982,0.318
2nJuqrzE0TOYxxUmKKU7jN,The Gate,Bjork,0.731,0.206,0.251,0.0,2,0.143,-8.834,0,0.0353,77.987,0.0384
2Q0qzMak3O7uDVZrDO9RDN,Moon,Bjork,0.911,0.568,0.251,3.33e-05,4,0.222,-10.645,0,0.0313,166.776,0.128
2A2I0ArIeOv3UfRmDu2UTV,Mutual Core,Bjork,0.468,0.373,0.366,3.9e-06,8,0.463,-9.687,0,0.056,95.407,0.131
0WFuM3mdcg96HpIunFnl62,Midvikudags,Bjork,0.887,0.191,0.411,0.00102,2,0.0843,-11.115,1,0.038,87.22,0.223
4BNIUgqAdOrAWNELDE97nx,Thunderbolt,Bjork,0.788,0.39,0.283,3.01e-05,11,0.171,-9.96,0,0.0429,106.978,0.146
3PfdVg6wGFvUYdGrrUJNQ0,Crystalline,Bjork,0.0123,0.61,0.645,2.72e-05,7,0.0739,-9.608,0,0.0436,179.956,0.412
1bvElUs6RaToYRIzH5HBic,Cosmogony,Bjork,0.944,0.304,0.117,0.000995,1,0.113,-16.904,1,0.0339,64.919,0.151
3Qfwdc3oKa987rm26sdFT2,Hollow,Bjork,0.896,0.517,0.228,0.53,4,0.105,-15.407,0,0.106,131.898,0.0787
6i0qr28saykn5EtvOAlotI,Virus,Bjork,0.646,0.648,0.456,5.85e-06,5,0.0597,-8.03,0,0.0377,120.071,0.152
5K2LRSe7Uz8Vdrf9c21JNl,Sacrifice,Bjork,0.334,0.421,0.541,0.000932,9,0.0765,-11.527,0,0.0501,119.235,0.243
0wRiSqoiIYvQUw19eRHUo0,Solstice,Bjork,0.96,0.755,0.0746,0.000311,5,0.202,-16.69,1,0.0348,107.404,0.287
7zLWUQ4gNwDr8FNTtzSizo,Pleasure Is All Mine,Bjork,0.918,0.164,0.308,0.00107,5,0.074,-13.693,0,0.0335,92.215,0.0367
1GzjQRlfenhwXikSzP8BMw,Where Is The Line,Bjork,0.571,0.414,0.692,0.0087,2,0.18,-9.472,1,0.185,80.048,0.258
6Es2GbFbYM4u7sJQW2wyte,Vokuro,Bjork,0.956,0.335,0.0841,0.0,11,0.103,-15.834,0,0.0329,84.953,0.195
"7nG7rmmtnAliibLwklkLkb,""Who Is It (Carry My Joy On The Left, Carry My Pain On The Right)"",Bjork,0.226,0.532,0.734,2.27e-05,8,0.256,-7.412,1,0.28,92.391,0.119"
7hnQ4COiojjyXuoFCAjQGi,Submarine,Bjork,0.918,0.196,0.148,5.16e-06,10,0.113,-13.451,1,0.033,147.125,0.0365
49ZUpa1AG8OCFic4Q63L4s,Desired Constellation,Bjork,0.849,0.351,0.0859,0.000102,8,0.105,-16.947,0,0.0357,109.782,0.117
5xx8T56isKymJDeIgKNmS6,Sonnets / Unrealities XI,Bjork,0.838,0.385,0.0951,0.0,7,0.225,-13.878,1,0.0593,78.13,0.338
0iYBf6iOkcMrep6WZiVaC0,Ancestors,Bjork,0.955,0.283,0.255,0.000429,9,0.311,-13.29,0,0.0358,111.076,0.0842
2cyoqhQXL8HdbAydLtpUxZ,Mouth's Cradle,Bjork,0.678,0.356,0.531,4.23e-05,1,0.161,-8.993,1,0.0483,79.918,0.357
7rE0T7wX1omYDAj2LU7f1z,Oceania,Bjork,0.474,0.408,0.596,0.0,5,0.238,-8.365,0,0.167,199.931,0.485
1qubHOw8UKDbBOogYCPHwL,Hollow - 7 Minute Version,Bjork,0.961,0.546,0.299,0.632,4,0.113,-11.191,0,0.0439,133.135,0.0723
3Z1gUDug5iR2uKShVc0rZI,Dark Matter - With Choir & Organ,Bjork,0.96,0.219,0.0833,0.339,2,0.123,-16.425,1,0.0403,121.525,0.0298
5YonALFFOa2nHXZWA0yEk9,Nattura,Bjork,0.158,0.46,0.927,0.195,1,0.111,-7.346,1,0.134,95.685,0.618
1UtgKa1GFVhUWlcJtYFzBW,Dark Matter,Bjork,0.865,0.212,0.101,0.0245,9,0.115,-17.787,1,0.0398,109.002,0.0325
09b3awFKYpX8AHUYaF04ty,Show Me Forgiveness,Bjork,0.907,0.486,0.0256,0.0,7,0.206,-19.634,1,0.0382,81.916,0.538
2SlWS1QZzteWJb1Q517L14,oll Birtan,Bjork,0.892,0.471,0.0839,0.0,7,0.341,-12.634,1,0.0441,82.352,0.562
2xMjSaJTUcwlv6lKQGTb5g,Triumph Of A Heart,Bjork,0.503,0.733,0.9,0.000893,11,0.16,-7.011,0,0.101,120.011,0.598
0OF14BivUjlWIsSkM8YkID,Estrada Do Sol,Gal Costa,0.612,0.437,0.289,0.0,0,0.0739,-14.636,1,0.0321,146.338,0.358
2m1G38M0gJuE4aVPh0tmIP,Balance,Gal Costa,0.0849,0.638,0.736,0.0,9,0.333,-10.536,1,0.0811,144.823,0.881
1jS40a1EenwV8LbkFJ7N4r,Solar,Gal Costa,0.789,0.489,0.33,4.35e-06,4,0.158,-13.867,0,0.0369,105.93,0.158
6wXKVwv9OBiiEOS5W3Ylhw,Noites Cariocas (Minhas Noites Sem Sono),Gal Costa,0.407,0.513,0.668,0.0,11,0.101,-12.475,0,0.0996,177.433,0.914
1DIC7C6GzE9S7tqwsUkdMp,India,Gal Costa,0.51,0.457,0.18,0.0,2,0.124,-15.707,1,0.0343,97.725,0.463
5LUvxwjUfv42t4Y6uXZoU3,Musa Cabolca,Gal Costa,0.679,0.738,0.485,0.0247,2,0.117,-13.208,1,0.0381,96.524,0.858
"6OwTwISVd3Nfk9CaXIEUg2,""Bahia, Minha Preta"",Gal Costa,0.326,0.747,0.591,0.204,2,0.163,-10.26,1,0.0397,89.345,0.961"
04O9xGFtrICRAkCvCeB2Xq,Bumbo Da Mangueira,Gal Costa,0.445,0.773,0.758,0.00264,4,0.0819,-10.494,1,0.0665,95.854,0.968
1sJ4kZlieB05DnNYCFN1Jw,Erratica,Gal Costa,0.955,0.564,0.0683,1.65e-06,5,0.0917,-15.39,1,0.0428,110.096,0.213
6sKopGG4r21ObTE8V6pD6x,Forca Estranha,Gal Costa,0.87,0.6,0.12,0.0,7,0.088,-12.805,1,0.0502,60.761,0.439
6jBbwohnRTLJTATcHNXrIX,A Preta Do Acaraje,Gal Costa,0.63,0.447,0.443,0.0,9,0.102,-13.699,0,0.247,97.181,0.371
02I5U6Hwv0jojcoJaFYPw5,Dez Anos,Gal Costa,0.714,0.542,0.505,3.92e-06,5,0.294,-12.265,1,0.0657,111.208,0.657
2XNOX43RojgKRDjm0nLLL7,Olha,Gal Costa,0.566,0.687,0.479,7.09e-05,2,0.122,-14.132,1,0.0277,106.112,0.48
2FcTHT7YIsJuJNbVYk3n19,Juventude Transviada,Gal Costa,0.305,0.741,0.482,0.0,2,0.108,-11.966,1,0.0845,107.776,0.407
052aelzpn96BiGSHLfblmZ,O Bater Do Tambor,Gal Costa,0.0972,0.473,0.668,0.0,1,0.344,-10.787,0,0.216,144.322,0.868
7bABDpHPCPc55rCBnjmljA,Meu Nome E Gal,Gal Costa,0.0904,0.643,0.769,0.0016,7,0.0781,-10.928,0,0.1,95.481,0.845
1WnuBytsKyK75FtGPRLIML,Mae da Manha,Gal Costa,0.862,0.681,0.165,6.14e-06,2,0.0924,-13.177,0,0.0356,93.51,0.48
3JrC6XLT4pa4VVUljeQh0u,Gratitude,Gal Costa,0.953,0.476,0.0513,2.01e-06,2,0.113,-17.153,1,0.035,78.418,0.151
7DqPokh94js5rJUQf1mMtV,Eu Vou Lhe Avisar,Gal Costa,0.102,0.807,0.625,4.07e-05,5,0.105,-11.132,1,0.0425,93.243,0.945
2H7I1wNok0IoFILmJlW5zn,Nuvem Negra,Gal Costa,0.576,0.721,0.184,0.0,9,0.112,-17.424,0,0.0442,138.381,0.582
2swRPS7Kri7xGXJFjZSanu,Samba Rasgado,Gal Costa,0.478,0.672,0.709,0.0,1,0.0413,-13.132,0,0.165,103.163,0.94
6eEO2Kdb1A5GuE38HF8DlG,Sutis Diferencas,Gal Costa,0.524,0.535,0.644,0.000119,8,0.288,-11.584,0,0.048,107.776,0.402
7bYWRdWnk84hsTj9h7kvad,Bahia De Todas As Contas,Gal Costa,0.417,0.737,0.7,8.57e-05,5,0.148,-12.0,1,0.0947,103.609,0.878
2dTsalEmqS8N8dQ4FRCGEC,Sim Ou Nao,Gal Costa,0.528,0.405,0.409,2.34e-06,1,0.203,-10.408,1,0.0289,119.105,0.157
14HD3dj9wrZt4cFqxVF9Ns,Grande Final,Gal Costa,0.302,0.533,0.697,0.0,7,0.0638,-10.421,0,0.199,140.573,0.728
49U4mc1sXfZlMoGeFpDmYP,Rumba Louca,Gal Costa,0.289,0.734,0.788,0.0,7,0.346,-9.466,1,0.111,106.972,0.895
4HjOHnfZDnI8GBX58g4eZb,Olhos Do Coracao,Gal Costa,0.679,0.586,0.604,2.25e-06,4,0.112,-10.792,0,0.0618,129.83,0.839
6gyktdYvwcxqlLt69yP9ty,De Flor Em Flor,Gal Costa,0.786,0.473,0.443,0.0,7,0.201,-12.16,1,0.0461,77.509,0.426
4eSjkLKo82UM5sQEwA72jw,Sublime,Gal Costa,0.0176,0.694,0.703,7.88e-06,5,0.122,-9.437,1,0.0293,126.037,0.759
2yxjJdeGee4MXk1JV474Jv,Ave Nossa,Gal Costa,0.3,0.67,0.417,0.0,2,0.121,-16.812,1,0.168,104.841,0.566
2GwtezywVBW9LQkupMBjY2,Lavagem Do Bonfim,Gal Costa,0.505,0.771,0.633,0.00469,7,0.103,-9.399,0,0.0354,90.054,0.9
5bdLUAp16jcUei1U3vXBNG,Voce e Voce,Gal Costa,0.751,0.469,0.191,1.07e-05,2,0.174,-12.614,1,0.0392,183.86,0.475
0dpfbZJjGAdYXPRcbYawFx,Lagrimas Negras ,Gal Costa,0.808,0.362,0.239,4.74e-06,9,0.974,-14.587,0,0.0625,82.357,0.22
4vrW1O3nZJM8QQN8gzXubU,Chuva de Prata ,Gal Costa,0.681,0.64,0.441,9.95e-06,0,0.71,-9.741,1,0.0379,103.061,0.36
7Ciqgj52631iYw1py2Pfai,Cuidando de Longe ,Gal Costa,0.0157,0.689,0.812,1.23e-05,6,0.969,-9.44,1,0.14,104.037,0.764
2dIRa4PJYNUDqei9fpTKWi,Azul ,Gal Costa,0.241,0.785,0.788,1.14e-05,1,0.971,-8.555,1,0.0663,112.014,0.677
665mP3K5HkI2Eh3XllMl9E,Bloco do Prazer / Balance (Eu Quero Dançar Com Voce) / Massa Real / Festa do Interior ,Gal Costa,0.016,0.486,0.801,1.99e-06,2,0.715,-8.014,1,0.205,147.04,0.629
4sNur9bZAPcDU9PonsqQwM,Chuva de Prata (feat Roupa Nova),Gal Costa,0.617,0.741,0.333,0.000161,0,0.0724,-16.235,1,0.0331,116.966,0.524
65b0deZ0dZxyVEihUg0lJo,De um Role ,Gal Costa,0.143,0.435,0.841,0.0,7,0.955,-6.205,1,0.0969,124.956,0.503
1WhWizm70M63k5UVIHX1Fe,Palavras no Corpo,Gal Costa,0.554,0.564,0.416,0.00145,10,0.11,-6.813,1,0.0423,179.728,0.344
3DxLaxO1DzmrhyWv9kgn40,Vida Que Segue,Gal Costa,0.419,0.577,0.421,0.0012,10,0.086,-8.211,1,0.0285,123.976,0.309
2DgAknj9a6riqm4h7mZdGD,Cuidando de Longe,Gal Costa,0.345,0.717,0.816,0.0,6,0.114,-5.863,1,0.0433,100.033,0.875
3qBziHQo83I9UnLSa6I4TS,Livre do Amor,Gal Costa,0.893,0.429,0.347,0.00144,5,0.1,-11.119,0,0.0283,143.862,0.27
72hvnSG5YSHC219mCHWhMJ,O Que e Que Ha - Faixa Bonus ,Gal Costa,0.943,0.343,0.177,0.0,2,0.0887,-10.235,1,0.0342,84.318,0.251
6MAaXMG5Fk7asTuxJhfCuW,Mae de Todas As Vozes ,Gal Costa,0.0204,0.448,0.617,0.000798,10,0.949,-9.206,1,0.0404,94.246,0.583
"4YAwhv2lkShkXe5p4aLUiX,""Mamae, Coragem "",Gal Costa,0.503,0.519,0.73,0.0,2,0.906,-7.938,1,0.161,157.933,0.515"
0yCmzSntDeIM0uUscoaQx6,Vaca Profana ,Gal Costa,0.0133,0.653,0.889,0.000125,0,0.933,-6.634,1,0.14,132.062,0.79
1Pi3xU0ATMlqKaomcMX6vd,Viagem Passageira ,Gal Costa,0.834,0.683,0.399,1.99e-05,4,0.961,-10.527,1,0.0308,115.937,0.225
"2huJxHkE4BKtNPZtz1d2RS,""London, London "",Gal Costa,0.777,0.664,0.429,7.4e-05,7,0.732,-11.502,1,0.0429,94.924,0.272"
5MfY97H2ZQqikVsc0teSyN,As Curvas da Estrada de Santos ,Gal Costa,0.0781,0.67,0.845,2.53e-05,7,0.957,-7.7,1,0.194,91.986,0.572
3gojFWZfp7TXkLZyKFHmSA,Motor ,Gal Costa,0.197,0.459,0.528,0.0,7,0.972,-8.363,1,0.0554,111.941,0.299
6EUEFWeA8Y3gDugpoUG4MT,Que Pena (Ela Ja Nao Gosta Mais de Mim) ,Gal Costa,0.153,0.533,0.799,0.00136,2,0.733,-8.626,1,0.079,160.83,0.835
3rvZA1pO4csRgfSXsxRY1x,Sua Estupidez ,Gal Costa,0.794,0.561,0.426,0.000803,9,0.927,-12.029,1,0.0467,150.601,0.3
705AD8Y78lmzXNwhRnoRJk,Palavras No Corpo ,Gal Costa,0.459,0.471,0.474,0.0,10,0.955,-9.579,1,0.0994,181.72,0.503
13ZjUtLaoEcgvBd85Apqo0,Volta ,Gal Costa,0.958,0.487,0.111,7.67e-06,8,0.725,-13.661,1,0.057,80.402,0.392
6XI11w7TevAE1nXwl0gI0f,O Que e Que Ha ,Gal Costa,0.951,0.478,0.202,6.63e-06,2,0.713,-12.753,1,0.0545,89.75,0.337
20Js32lv430aV0m66p3sDe,Minha Mae / Oraçao da Mae Menininha ,Gal Costa,0.609,0.473,0.423,0.00316,2,0.932,-12.417,0,0.0394,93.969,0.501
7evbiJrn2oK8ibqFlsuGK8,Sublime ,Gal Costa,0.095,0.696,0.783,5.83e-06,5,0.93,-8.693,1,0.155,127.982,0.621
2c0AOHqobxdAzsMCqANu7V,Nada Mais (Lately),Gal Costa,0.741,0.325,0.126,4.59e-06,5,0.516,-16.558,1,0.0314,75.914,0.108
1EJYIZO30gA9EMFWp3ShGe,Cabeca Feita/Tililingo/Tem Pouca Diferenca,Gal Costa,0.177,0.56,0.702,0.0,4,0.375,-13.403,1,0.254,114.242,0.819
19eQAAUdPF6NQdg7k58VEc,Atras da Luminosidade,Gal Costa,0.0869,0.646,0.789,1.8e-06,11,0.382,-13.1,1,0.0682,147.193,0.881
0A6clrj2p2v17FxInnPhP9,De Volta ao Comeco,Gal Costa,0.425,0.438,0.285,9.42e-05,10,0.18,-17.165,1,0.0414,172.897,0.36
6SipVtMYeSuZqhpcodHKtU,Onde Esta o Dinheiro,Gal Costa,0.129,0.687,0.744,0.000327,3,0.135,-11.523,1,0.0412,147.322,0.962
6hZ3kkJiTkjd2Y1jjZa8oT,Topazio,Gal Costa,0.747,0.565,0.304,1.39e-05,4,0.133,-15.922,0,0.0376,85.554,0.297
0YU75pIqd8tlI7UdYOiTJ9,O Revolver Do Meu Sonho,Gal Costa,0.00819,0.596,0.665,0.0025,4,0.237,-12.35,1,0.0325,140.806,0.773
5fW1ZkE0ze8v5J7fp82XaV,Serene,Gal Costa,0.946,0.491,0.09,0.000212,0,0.0926,-17.322,1,0.0347,134.607,0.135
